Season,MatchDatetime,Division,Country,League,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,Bet365HomeOdds,Bet365DrawOdds,Bet365AwayOdds,LadbrokesHomeOdds,LadbrokesDrawOdds,LadbrokesAwayOdds,BwinHomeOdds,BwinDrawOdds,BwinAwayOdds,CornersHome,FoulsHome,RedCardsHome,ShotsHome,ShotsOnTargetHome,YellowCardsHome,Bet&WinAwayOdds,Bet&WinDrawOdds,Bet&WinHomeOdds,Betbrain1X2,GoalBetAway,GoalBetDraw,GoalBetHome,HomeCorners,HomeFouls,HomeRedCards,HomeShots,HomeShotsOnTarget,HomeYellowCards,AwayWinsImpact,DrawImpact,HomeWinsImpact,SBAwayOdds,SBDrawOdds,SBHomeOdds,SJAwayOdds,SJDrawOdds,SJHomeOdds,MatchTime,VCACornerAway,VCDraw,VCHome,WilliamHillAway,WilliamHillDraw,WilliamHillHome,home_opening_odds,draw_opening_odds,away_opening_odds,home_closing_odds,draw_closing_odds,away_closing_odds,match_date_final
2012/2013,2/9/2013 0:00,SC0,Scotland,Premier League,Dundee United,Hearts,3,1,H,1,0,H,2.3,3.4,3,2.37,3.25,3,2.2,3.25,2.95,4,5,1,8,4,3,3,3.4,2.3,36,2.95,3.25,2.2,2,3,0,3,1,1,3,3.1,2.2,4.178781729,3.569111372,2.444005032,2.88,3.3,2.4,0:00,3,3.3,2.5,2.75,3.2,2.6,2.44,3.43,3.04,2.71,3.37,2.79,2/9/2013
2012/2013,2/9/2013 0:00,SC0,Scotland,Premier League,Aberdeen,St Mirren,0,0,D,0,0,D,2,3.5,3.6,2.05,3.3,3.6,1.91,3.4,3.5,7,14,0,9,6,3,3.4,3.4,2.1,37,3.5,3.4,1.91,8,13,1,7,3,2,3.6,3.2,1.9,4.178781729,3.569111372,2.444005032,3.5,3.4,2.05,0:00,3.7,3.5,2.1,3.5,3.3,2.1,2.09,3.56,3.7,2.1,3.47,3.82,2/9/2013
2012/2013,2/8/2013 0:00,SC0,Scotland,Premier League,Dundee,Ross County,0,2,A,0,0,D,3.1,3.25,2.3,2.9,3.3,2.37,2.9,3,2.35,3,11,0,6,3,2,2.5,3.3,2.8,39,2.35,3,2.9,3,6,0,7,5,2,2.5,3.1,2.6,4.178781729,3.569111372,2.444005032,2.4,3.25,2.88,0:00,2.45,3.2,3.2,2.38,3.2,2.88,2.92,3.26,2.63,3.2,3.34,2.41,2/8/2013
2012/2013,2/8/2013 0:00,E1,England,Championship,Watford,Crystal Palace,2,2,D,2,0,H,2.05,3.6,3.8,2.05,3.5,3.4,2.05,3.4,3.4,10,10,0,17,11,2,3.4,3.4,2.1,40,3.4,3.4,2.05,4,15,0,12,7,5,3.1,3.3,2.1,4.178781729,3.569111372,2.444005032,3.3,3.6,2.1,0:00,3.8,3.6,2.05,3.4,3.5,2.05,2.12,3.64,3.59,2.15,3.66,3.58,2/8/2013
2012/2013,2/3/2013 0:00,N1,Netherlands,Eredivisie,Nijmegen,Vitesse,2,1,H,1,0,H,2.7,3.4,2.5,2.5,3.2,2.5,2.65,3.25,2.4,0,0,0,0,0,0,2.62,3.3,2.5,36,2.4,3.25,2.65,0,0,0,0,0,0,2.3,3.3,2.7,4.178781729,3.569111372,2.444005032,2.5,3.3,2.75,0:00,2.75,3.4,2.62,2.5,3.2,2.45,2.94,3.54,2.46,2.62,3.54,2.76,2/3/2013
2012/2013,2/3/2013 0:00,N1,Netherlands,Eredivisie,Twente,Utrecht,2,4,A,0,2,A,1.44,4.33,7,1.4,4,6.5,1.45,3.8,6.75,0,0,0,0,0,0,6.5,4.2,1.44,40,6.75,3.8,1.45,0,0,0,0,0,0,5.5,3.8,1.5,4.178781729,3.569111372,2.444005032,7.5,4,1.44,0:00,7.5,4.5,1.45,6.5,4,1.44,1.5,4.46,7.11,1.54,4.32,6.75,2/3/2013
2012/2013,2/3/2013 0:00,N1,Netherlands,Eredivisie,VVV Venlo,Ajax,0,3,A,0,1,A,8.5,5.5,1.3,8,4.5,1.28,9.25,4.5,1.3,0,0,0,0,0,0,1.33,5,8,40,1.3,4.5,9.25,0,0,0,0,0,0,1.3,4.4,8.5,4.178781729,3.569111372,2.444005032,1.33,5,8.5,0:00,1.33,5.5,9.5,1.33,4.33,9,9.3,5.87,1.33,7.69,5.86,1.38,2/3/2013
2012/2013,2/3/2013 0:00,N1,Netherlands,Eredivisie,Willem II,Feyenoord,1,3,A,1,1,D,8,4.5,1.4,6.5,4,1.4,7,4.1,1.4,0,0,0,0,0,0,1.4,4.33,7.5,40,1.4,4.1,7,0,0,0,0,0,0,1.4,4,6.5,4.178781729,3.569111372,2.444005032,1.4,4.33,7.5,0:00,1.44,4.75,7.5,1.36,4.5,7,8.34,5.01,1.41,6.59,4.28,1.56,2/3/2013
2012/2013,2/3/2013 0:00,B1,Belgium,Jupiler League,Genk,Club Brugge,4,1,H,1,0,H,2.2,3.5,3.1,2.2,3.25,2.75,2.2,3.2,3,0,0,0,0,0,0,3,3.3,2.2,37,3,3.2,2.2,0,0,0,0,0,0,2.9,3.2,2.2,4.178781729,3.569111372,2.444005032,3.13,3.4,2.2,0:00,3.12,3.6,2.2,3.1,3.25,2.15,2.2,3.65,3.31,2.37,3.52,3.12,2/3/2013
2012/2013,2/2/2013 0:00,N1,Netherlands,Eredivisie,Roda,Heracles,3,3,D,1,2,A,2.25,3.4,3.1,2.2,3.5,2.62,2.25,3.4,2.75,0,0,0,0,0,0,2.88,3.4,2.3,40,2.75,3.4,2.25,0,0,0,0,0,0,2.9,3.2,2.2,4.178781729,3.569111372,2.444005032,3,3.4,2.25,0:00,3.1,3.6,2.3,2.62,3.4,2.25,2.36,3.68,2.99,2.38,3.6,3.06,2/2/2013
2012/2013,2/2/2013 0:00,N1,Netherlands,Eredivisie,NAC Breda,Zwolle,3,0,H,1,0,H,2.1,3.5,3.3,2,3.3,3.1,2.1,3.2,3.2,0,0,0,0,0,0,3.2,3.3,2.15,40,3.2,3.2,2.1,0,0,0,0,0,0,3.3,3.2,2,4.178781729,3.569111372,2.444005032,3.25,3.3,2.2,0:00,3.3,3.5,2.2,3.2,3.3,2.1,2.25,3.58,3.27,2.24,3.38,3.53,2/2/2013
2012/2013,2/2/2013 0:00,N1,Netherlands,Eredivisie,AZ Alkmaar,Groningen,0,1,A,0,1,A,1.5,4.1,6.5,1.44,3.75,6,1.5,3.6,6.5,0,0,0,0,0,0,6,4,1.5,39,6.5,3.6,1.5,0,0,0,0,0,0,6,3.9,1.45,4.178781729,3.569111372,2.444005032,6.5,4,1.5,0:00,6.5,4.3,1.53,6.5,4,1.44,1.52,4.43,6.85,1.47,4.9,7.09,2/2/2013
2012/2013,2/2/2013 0:00,SC0,Scotland,Premier League,Ross County,Hearts,2,2,D,1,1,D,2.88,3.4,2.38,2.7,3.3,2.6,2.7,3.1,2.45,7,9,0,12,7,1,2.5,3.3,2.62,36,2.45,3.1,2.7,9,13,0,9,5,3,2.4,3.1,2.7,4.178781729,3.569111372,2.444005032,2.5,3.25,2.8,0:00,2.45,3.3,3,2.3,3,2.88,3.35,3.34,2.31,3.57,3.4,2.22,2/2/2013
2012/2013,2/2/2013 0:00,E1,England,Championship,Crystal Palace,Charlton,2,1,H,0,1,A,1.91,3.75,4.33,1.8,3.6,4.33,1.8,3.4,4.33,7,12,0,10,7,0,4.33,3.25,1.83,41,4.33,3.4,1.8,5,9,0,15,7,0,4.3,3.4,1.75,4.178781729,3.569111372,2.444005032,4.5,3.4,1.8,0:00,4.4,3.7,1.91,4,3.2,1.91,1.79,3.88,4.79,2.14,3.39,3.85,2/2/2013
2012/2013,2/2/2013 0:00,E1,England,Championship,Blackpool,Barnsley,1,2,A,0,1,A,1.73,3.75,5.5,1.72,3.75,4.5,1.62,3.8,5,5,9,0,8,6,0,4.5,3.5,1.73,41,5,3.8,1.62,12,11,1,16,7,1,5,3.6,1.6,4.178781729,3.569111372,2.444005032,5.25,3.75,1.67,0:00,5.4,3.9,1.73,5,3.4,1.75,1.63,4.15,5.83,1.79,3.88,4.87,2/2/2013
2012/2013,2/2/2013 0:00,E1,England,Championship,Blackburn,Bristol City,2,0,H,1,0,H,1.73,3.75,5.5,1.72,3.75,4.5,1.65,3.5,5.25,0,9,0,9,4,0,4.5,3.6,1.7,41,5.25,3.5,1.65,2,10,0,16,8,1,5,3.6,1.6,4.178781729,3.569111372,2.444005032,5.25,3.6,1.67,0:00,5.4,3.8,1.75,5,3.4,1.75,1.65,4.06,5.81,1.67,4.07,5.68,2/2/2013
2012/2013,2/2/2013 0:00,E1,England,Championship,Ipswich,Middlesbrough,4,0,H,1,0,H,2.8,3.4,2.7,2.7,3.4,2.5,2.65,3.2,2.55,2,7,0,5,1,0,2.4,3.4,2.7,41,2.55,3.2,2.65,7,13,0,14,7,1,2.45,3.2,2.65,4.178781729,3.569111372,2.444005032,2.6,3.4,2.63,0:00,2.7,3.4,2.75,2.62,3,2.8,2.72,3.54,2.67,2.83,3.46,2.64,2/2/2013
2012/2013,2/2/2013 0:00,E1,England,Championship,Derby,Huddersfield,3,0,H,2,0,H,1.8,3.8,4.75,1.83,3.5,4.33,1.8,3.4,4.33,4,11,0,9,2,1,4.5,3.5,1.73,41,4.33,3.4,1.8,9,13,0,21,10,2,4.3,3.4,1.75,4.178781729,3.569111372,2.444005032,4.5,3.4,1.83,0:00,4.5,3.8,1.87,4.5,3.3,1.85,1.83,3.76,4.71,1.83,3.8,4.75,2/2/2013
2012/2013,2/2/2013 0:00,E1,England,Championship,Leeds,Cardiff,0,1,A,0,0,D,3,3.4,2.5,2.7,3.4,2.5,2.9,3.25,2.35,4,18,0,6,3,3,2.5,3.3,2.62,41,2.35,3.25,2.9,6,15,0,13,7,1,2.3,3.2,2.8,4.178781729,3.569111372,2.444005032,2.4,3.25,2.88,0:00,2.5,3.4,3,2.5,3.2,2.8,2.96,3.44,2.52,3.21,3.49,2.37,2/2/2013
2012/2013,2/2/2013 0:00,E1,England,Championship,Watford,Bolton,2,1,H,1,1,D,2.15,3.6,3.5,1.95,3.6,3.6,1.95,3.5,3.5,5,7,0,7,3,4,3.6,3.5,1.91,40,3.5,3.5,1.95,7,14,0,9,3,2,3.3,3.3,2,4.178781729,3.569111372,2.444005032,3.5,3.4,2.05,0:00,3.4,3.6,2.15,3.4,3.3,2.15,2.03,3.72,3.82,2.02,3.78,3.82,2/2/2013
2012/2013,2/2/2013 0:00,E1,England,Championship,Sheffield Weds,Brighton,3,1,H,2,0,H,2.8,3.4,2.7,2.7,3.4,2.5,2.75,3.25,2.45,10,11,1,7,3,2,2.5,3.25,2.7,41,2.45,3.25,2.75,5,16,0,9,5,2,2.4,3.2,2.7,4.178781729,3.569111372,2.444005032,2.6,3.25,2.75,0:00,2.7,3.3,2.75,2.7,3.1,2.7,2.96,3.41,2.54,2.78,3.4,2.73,2/2/2013
2012/2013,2/2/2013 0:00,E1,England,Championship,Peterboro,Burnley,2,2,D,0,1,A,3,3.6,2.4,2.7,3.4,2.5,2.75,3.3,2.4,4,8,0,10,6,2,2.5,3.4,2.6,41,2.4,3.3,2.75,6,7,0,11,7,0,2.3,3.2,2.8,4.178781729,3.569111372,2.444005032,2.5,3.4,2.8,0:00,2.5,3.6,2.9,2.5,3.2,2.8,2.92,3.62,2.46,3.25,3.71,2.26,2/2/2013
2012/2013,2/2/2013 0:00,B1,Belgium,Jupiler League,Lierse,Lokeren,1,1,D,0,1,A,3.1,3.4,2.25,2.75,3.25,2.2,3,3.2,2.2,0,0,0,0,0,0,2.2,3.3,3,39,2.2,3.2,3,0,0,0,0,0,0,2.1,3.1,3.2,4.178781729,3.569111372,2.444005032,2.2,3.4,3.13,0:00,2.25,3.5,3.12,2.05,3.3,3.25,3.2,3.54,2.3,3.11,3.42,2.44,2/2/2013
2012/2013,2/2/2013 0:00,B1,Belgium,Jupiler League,Cercle Brugge,Waregem,1,2,A,1,1,D,2.9,3.3,2.4,2.75,3.2,2.25,2.75,3.3,2.3,0,0,0,0,0,0,2.25,3.3,2.88,39,2.3,3.3,2.75,0,0,0,0,0,0,2.2,3.2,2.9,4.178781729,3.569111372,2.444005032,2.38,3.3,2.88,0:00,2.38,3.4,3,2.2,3.3,3,3.06,3.48,2.4,2.9,3.58,2.49,2/2/2013
2012/2013,2/2/2013 0:00,B1,Belgium,Jupiler League,Kortrijk,Mechelen,2,1,H,2,0,H,2,3.5,3.6,2,3.2,3.2,2.1,3.2,3.2,0,0,0,0,0,0,3.25,3.25,2.1,38,3.2,3.2,2.1,0,0,0,0,0,0,3.1,3.1,2.15,4.178781729,3.569111372,2.444005032,3.5,3.3,2.1,0:00,3.5,3.4,2.1,3.3,3.3,2.05,2.11,3.53,3.65,2.34,3.37,3.32,2/2/2013
2012/2013,2/1/2013 0:00,N1,Netherlands,Eredivisie,Waalwijk,Heerenveen,0,1,A,0,0,D,1.91,3.4,4,1.9,3.25,3.4,2,3.4,3.25,0,0,0,0,0,0,3.4,3.5,2,40,3.25,3.4,2,0,0,0,0,0,0,3.2,3.2,2.05,4.178781729,3.569111372,2.444005032,3.6,3.5,2,0:00,3.8,3.7,1.95,3.3,3.4,2,2.06,3.68,3.66,2.14,3.76,3.4,2/1/2013
2012/2013,1/31/2013 0:00,E1,England,Championship,Leicester,Wolves,2,1,H,1,0,H,1.5,4.5,7.5,1.53,4,6,1.5,3.9,6.5,9,8,0,10,5,1,6,4,1.53,39,6.5,3.9,1.5,4,4,0,12,5,0,5.7,3.8,1.5,4.178781729,3.569111372,2.444005032,7,3.8,1.53,0:00,7.5,4.4,1.5,6.5,4.2,1.5,1.52,4.4,7.2,1.47,4.79,7.59,1/31/2013
2012/2013,1/30/2013 0:00,E1,England,Championship,Huddersfield,Crystal Palace,1,0,H,0,0,D,3.25,3.5,2.3,2.87,3.4,2.37,3.1,3.2,2.25,0,12,0,9,3,1,2.3,3.3,3.1,39,2.25,3.2,3.1,5,11,0,8,6,2,2.3,3.2,2.8,4.178781729,3.569111372,2.444005032,2.38,3.4,2.88,0:00,2.4,3.4,3.2,2.3,3.2,3.2,3.22,3.5,2.29,3.38,3.46,2.29,1/30/2013
2012/2013,1/30/2013 0:00,SC0,Scotland,Premier League,Celtic,Kilmarnock,4,1,H,1,0,H,1.2,6,15,1.22,6,12,1.2,6.25,9.5,0,8,0,6,4,1,12,6,1.22,38,9.5,6.25,1.2,10,5,0,20,10,1,10,5,1.22,4.178781729,3.569111372,2.444005032,13,6,1.2,0:00,15,6.5,1.22,15,5.5,1.22,1.24,6.55,13.95,1.2,7.79,16.46,1/30/2013
2012/2013,1/30/2013 0:00,SC0,Scotland,Premier League,Hearts,Dundee,1,0,H,0,0,D,1.62,3.75,5.5,1.57,4,5.5,1.55,3.75,5.25,1,9,0,3,0,1,5.5,3.75,1.62,38,5.25,3.75,1.55,8,7,0,24,13,1,5,3.7,1.55,4.178781729,3.569111372,2.444005032,5.5,4.33,1.53,0:00,5.75,3.9,1.65,6,3.4,1.67,1.65,3.78,6.29,1.54,4.34,6.87,1/30/2013
2012/2013,1/30/2013 0:00,SC0,Scotland,Premier League,Ross County,Hibernian,1,0,H,1,0,H,2.4,3.4,2.8,2.6,3.3,2.62,2.25,3.3,2.85,1,11,0,6,4,1,2.75,3.3,2.5,34,2.85,3.3,2.25,0,12,0,8,4,2,2.7,3.1,2.4,4.178781729,3.569111372,2.444005032,2.8,3.2,2.5,0:00,2.8,3.3,2.6,2.8,3.2,2.5,2.55,3.44,2.88,2.54,3.26,3.08,1/30/2013
2012/2013,1/30/2013 0:00,SC0,Scotland,Premier League,St Johnstone,Aberdeen,3,1,H,1,1,D,2.5,3.4,2.7,2.4,3.4,2.8,2.4,3.25,2.65,6,10,0,11,5,2,2.88,3.3,2.4,38,2.65,3.25,2.4,3,7,0,7,5,1,2.7,3.1,2.4,4.178781729,3.569111372,2.444005032,2.88,3.3,2.4,0:00,2.88,3.3,2.55,2.88,3.2,2.5,2.45,3.38,3.07,2.77,3.15,2.87,1/30/2013
2012/2013,1/30/2013 0:00,SC0,Scotland,Premier League,St Mirren,Inverness C,2,1,H,1,1,D,2.88,3.4,2.38,2.7,3.4,2.5,2.65,3.2,2.45,7,11,0,8,7,1,2.3,3.3,3,38,2.45,3.2,2.65,6,9,0,10,7,0,2.3,3.1,2.8,4.178781729,3.569111372,2.444005032,2.38,3.3,2.88,0:00,2.45,3.4,2.9,2.4,3.2,3,2.99,3.56,2.41,2.84,3.6,2.53,1/30/2013
2012/2013,1/29/2013 0:00,E1,England,Championship,Bristol City,Watford,2,0,H,1,0,H,4,3.7,2,3.6,3.5,2,3.7,3.4,1.95,3,6,0,5,2,3,2,3.4,3.6,40,1.95,3.4,3.7,6,4,0,7,4,0,2,3.3,3.3,4.178781729,3.569111372,2.444005032,1.95,3.5,3.75,0:00,2,3.7,3.9,2,3.4,3.75,3.24,3.59,2.28,3.7,3.65,2.1,1/29/2013
2012/2013,1/29/2013 0:00,E1,England,Championship,Barnsley,Millwall,2,0,H,0,0,D,2.75,3.4,2.75,2.6,3.4,2.6,2.7,3.25,2.5,2,12,0,5,2,2,2.6,3.4,2.6,41,2.5,3.25,2.7,6,7,0,9,4,0,2.45,3.2,2.65,4.178781729,3.569111372,2.444005032,2.63,3.3,2.63,0:00,2.75,3.4,2.7,2.7,3.1,2.7,2.86,3.46,2.58,2.82,3.36,2.72,1/29/2013
2012/2013,1/28/2013 0:00,T1,Turkey,Futbol Ligi 1,Eskisehirspor,Orduspor,1,0,H,0,0,D,1.95,3.4,3.8,2.1,3.3,3.3,1.95,3.3,3.75,0,0,0,0,0,0,3.75,3.3,1.91,35,3.75,3.3,1.95,0,0,0,0,0,0,3.6,3.2,1.9,4.178781729,3.569111372,2.444005032,3.75,3.4,2,0:00,4,3.5,1.92,3.75,3.3,1.91,1.96,3.62,4.1,1.81,3.79,4.82,1/28/2013
2012/2013,1/27/2013 0:00,G1,Greece,Ethniki Katigoria,Panthrakikos,Olympiakos,0,1,A,0,0,D,9,4.2,1.4,8,4,1.4,8,3.9,1.45,0,0,0,0,0,0,1.4,4,7.5,35,1.45,3.9,8,0,0,0,0,0,0,1.4,4.1,7,4.178781729,3.569111372,2.444005032,1.4,4,9,0:00,1.44,4.2,9,1.44,4,8.5,9.45,4.49,1.43,9.62,4.55,1.43,1/27/2013
2012/2013,1/27/2013 0:00,P1,Portugal,Liga I,Sp Lisbon,Guimaraes,1,1,D,0,0,D,1.5,3.75,7.5,1.44,4,7,1.53,3.7,6.5,0,0,0,0,0,0,6.5,3.75,1.5,37,6.5,3.7,1.53,0,0,0,0,0,0,7,3.6,1.45,4.178781729,3.569111372,2.444005032,7.5,3.75,1.5,0:00,8,4.1,1.5,7,4,1.44,1.5,4.18,8.16,1.53,4.29,7.22,1/27/2013
2012/2013,1/27/2013 0:00,P1,Portugal,Liga I,Setubal,Nacional,0,2,A,0,0,D,3.4,3.1,2.25,3.1,3.2,2.2,3.1,3.1,2.3,0,0,0,0,0,0,2.3,3.2,2.88,36,2.3,3.1,3.1,0,0,0,0,0,0,2.3,3.1,2.9,4.178781729,3.569111372,2.444005032,2.25,3.2,3.13,0:00,2.3,3.3,3.3,2.25,3.2,3,3.24,3.39,2.35,2.88,3.34,2.63,1/27/2013
2012/2013,1/27/2013 0:00,P1,Portugal,Liga I,Moreirense,Pacos Ferreira,0,5,A,0,2,A,3.75,3.2,2.05,3.6,3.25,2,3.75,3.2,2,0,0,0,0,0,0,2,3.25,3.5,36,2,3.2,3.75,0,0,0,0,0,0,1.9,3.1,3.8,4.178781729,3.569111372,2.444005032,2,3.25,3.8,0:00,2.1,3.3,3.9,2,3.1,3.8,4.03,3.36,2.06,3.25,3.06,2.55,1/27/2013
2012/2013,1/27/2013 0:00,P1,Portugal,Liga I,Maritimo,Rio Ave,1,1,D,1,1,D,2.45,3.1,3,2.37,3.1,2.9,2.3,3.1,3.1,0,0,0,0,0,0,2.7,3.1,2.5,36,3.1,3.1,2.3,0,0,0,0,0,0,2.9,3,2.3,4.178781729,3.569111372,2.444005032,2.88,3.13,2.5,0:00,3,3.2,2.55,2.8,3,2.5,2.56,3.25,3.03,2.57,3.26,3.04,1/27/2013
2012/2013,1/27/2013 0:00,SC0,Scotland,Premier League,Dundee,Kilmarnock,0,0,D,0,0,D,3.1,3.25,2.3,3.1,3.3,2.3,3,3.3,2.15,5,7,0,4,3,2,2.38,3.3,3,36,2.15,3.3,3,8,5,0,4,2,0,2.1,3.1,3.2,4.178781729,3.569111372,2.444005032,2.3,3.3,3,0:00,2.38,3.4,3.12,2.4,3.1,3.1,2.98,3.51,2.44,3.23,3.46,2.34,1/27/2013
2012/2013,1/27/2013 0:00,N1,Netherlands,Eredivisie,Vitesse,Ajax,3,2,H,0,1,A,4,3.6,1.85,4,3.4,1.83,3.9,3.5,1.8,0,0,0,0,0,0,1.83,3.5,4,38,1.8,3.5,3.9,0,0,0,0,0,0,1.9,3.4,3.4,4.178781729,3.569111372,2.444005032,1.83,3.5,4,0:00,1.85,3.8,4.2,1.83,3.5,3.75,3.52,3.75,2.09,4.44,4.02,1.81,1/27/2013
2012/2013,1/27/2013 0:00,SC0,Scotland,Premier League,Aberdeen,Hibernian,0,0,D,0,0,D,2.05,3.4,3.5,2.15,3.4,3.3,2,3.25,3.4,4,10,0,3,3,4,3.4,3.4,2.1,35,3.4,3.25,2,6,11,0,14,3,1,3.3,3.2,2,4.178781729,3.569111372,2.444005032,3.4,3.3,2.1,0:00,3.7,3.5,2.05,3.5,3.2,2.15,2.08,3.56,3.72,2.06,3.51,3.93,1/27/2013
2012/2013,1/27/2013 0:00,N1,Netherlands,Eredivisie,Nijmegen,Groningen,2,1,H,1,0,H,1.91,3.4,4,1.9,3.3,3.8,1.9,3.4,3.6,0,0,0,0,0,0,3.75,3.5,1.91,35,3.6,3.4,1.9,0,0,0,0,0,0,3.5,3.3,1.9,4.178781729,3.569111372,2.444005032,3.75,3.5,1.95,0:00,4,3.6,1.95,3.5,3.5,1.91,1.93,3.71,4.15,2.05,3.72,3.7,1/27/2013
2012/2013,1/27/2013 0:00,N1,Netherlands,Eredivisie,Feyenoord,Twente,0,0,D,0,0,D,2.1,3.4,3.4,2.2,3.2,3.1,2.1,3.3,3.1,0,0,0,0,0,0,3.3,3.3,2.1,38,3.1,3.3,2.1,0,0,0,0,0,0,3,3.3,2.1,4.178781729,3.569111372,2.444005032,3.2,3.4,2.1,0:00,3.3,3.6,2.2,2.8,3.5,2.2,2.16,3.63,3.42,2.5,3.34,3.07,1/27/2013
2012/2013,1/27/2013 0:00,G1,Greece,Ethniki Katigoria,Giannina,Veria,2,0,H,1,0,H,2.1,3,3.8,2.1,3,3.6,2.1,3,3.8,0,0,0,0,0,0,3.75,3.1,2,35,3.8,3,2.1,0,0,0,0,0,0,3.5,3.1,2,4.178781729,3.569111372,2.444005032,3.8,3,2.1,0:00,3.9,3,2.15,4,2.9,2.15,2.11,3.16,4.19,1.96,3.27,4.78,1/27/2013
2012/2013,1/27/2013 0:00,G1,Greece,Ethniki Katigoria,Atromitos,Panathinaikos,1,2,A,0,0,D,2.3,2.9,3.5,2.4,2.9,3,2.45,3,3,0,0,0,0,0,0,3.1,2.88,2.38,34,3,3,2.45,0,0,0,0,0,0,2.9,3,2.4,4.178781729,3.569111372,2.444005032,3.25,2.88,2.38,0:00,3.4,2.9,2.4,3.25,2.9,2.45,2.41,3.09,3.43,2.58,2.9,3.42,1/27/2013
2012/2013,1/27/2013 0:00,N1,Netherlands,Eredivisie,Utrecht,Willem II,3,1,H,0,0,D,1.33,4.75,9.5,1.28,5,9.5,1.3,4.5,9.25,0,0,0,0,0,0,10,4.75,1.3,38,9.25,4.5,1.3,0,0,0,0,0,0,8.5,4.4,1.3,4.178781729,3.569111372,2.444005032,9,4.8,1.33,0:00,10,5.25,1.33,10,4.5,1.3,1.35,5.34,9.8,1.48,4.54,7.8,1/27/2013
2012/2013,1/27/2013 0:00,G1,Greece,Ethniki Katigoria,Platanias,Asteras Tripolis,0,3,A,0,3,A,2.8,3,2.63,2.75,2.9,2.6,2.9,2.95,2.6,0,0,0,0,0,0,2.6,2.88,2.75,35,2.6,2.95,2.9,0,0,0,0,0,0,2.5,3,2.7,4.178781729,3.569111372,2.444005032,2.6,2.88,2.88,0:00,2.7,3,2.9,2.7,2.9,2.9,3.05,3.04,2.68,3.25,3.05,2.57,1/27/2013
2012/2013,1/27/2013 0:00,B1,Belgium,Jupiler League,Club Brugge,Gent,0,0,D,0,0,D,1.73,3.75,4.5,1.72,3.6,4.33,1.7,3.4,4.6,0,0,0,0,0,0,4.33,3.6,1.7,36,4.6,3.4,1.7,0,0,0,0,0,0,4.5,3.5,1.65,4.178781729,3.569111372,2.444005032,4.5,3.75,1.73,0:00,4.5,3.9,1.75,4,3.5,1.8,1.76,3.95,4.78,1.81,4.01,4.55,1/27/2013
2012/2013,1/27/2013 0:00,T1,Turkey,Futbol Ligi 1,Galatasaray,Besiktas,2,1,H,2,0,H,1.8,3.6,4.33,1.8,3.4,3.8,1.85,3.5,3.9,0,0,0,0,0,0,4.2,3.4,1.8,36,3.9,3.5,1.85,0,0,0,0,0,0,3.8,3.2,1.85,4.178781729,3.569111372,2.444005032,4.33,3.5,1.8,0:00,4.3,3.8,1.8,3.8,3.6,1.83,1.88,3.87,4.18,1.9,3.77,4.29,1/27/2013
2012/2013,1/27/2013 0:00,T1,Turkey,Futbol Ligi 1,Kayserispor,Antalyaspor,2,0,H,2,0,H,2.3,3.4,3,2.2,3.2,2.87,2.25,3.3,3,0,0,0,0,0,0,2.8,3.25,2.3,37,3,3.3,2.25,0,0,0,0,0,0,3,3.1,2.2,4.178781729,3.569111372,2.444005032,3,3.25,2.38,0:00,3.25,3.4,2.25,3,3.3,2.2,2.31,3.52,3.19,2.02,3.58,3.99,1/27/2013
2012/2013,1/27/2013 0:00,T1,Turkey,Futbol Ligi 1,Elazigspor,Trabzonspor,3,1,H,1,0,H,3.8,3.5,1.95,3.5,3.2,1.9,3.9,3.3,1.91,0,0,0,0,0,0,1.91,3.4,3.6,36,1.91,3.3,3.9,0,0,0,0,0,0,2,3.2,3.3,4.178781729,3.569111372,2.444005032,1.95,3.4,3.75,0:00,2,3.5,3.9,1.91,3.3,3.8,4.17,3.57,1.96,3.73,3.26,2.22,1/27/2013
2012/2013,1/26/2013 0:00,B1,Belgium,Jupiler League,Lokeren,Anderlecht,0,2,A,0,0,D,4.5,3.75,1.75,4.33,3.6,1.72,4,3.6,1.75,0,0,0,0,0,0,1.73,3.6,4.33,37,1.75,3.6,4,0,0,0,0,0,0,1.7,3.4,4.3,4.178781729,3.569111372,2.444005032,1.73,3.75,4.5,0:00,1.75,3.9,4.5,1.75,3.75,4,4.5,3.96,1.8,4.44,3.73,1.88,1/26/2013
2012/2013,1/26/2013 0:00,B1,Belgium,Jupiler League,Waregem,Lierse,2,0,H,1,0,H,1.53,4,6,1.5,4,6,1.5,3.6,6.5,0,0,0,0,0,0,6,4,1.5,37,6.5,3.6,1.5,0,0,0,0,0,0,5.5,3.8,1.5,4.178781729,3.569111372,2.444005032,6.25,4,1.53,0:00,6.5,4.2,1.5,5,3.75,1.6,1.56,4.28,6.52,1.63,4.45,5.4,1/26/2013
